date,avg_density,avg_yoy,avg_mom,index_level,dataset_name
2022-01-01,18.89166110916385,,,100.0,states
2022-02-01,17.94915976408177,,-0.0031880822284625298,99.68119177715374,states
2022-03-01,17.251970744556903,,-0.040496279368647074,95.64447438714643,states
2022-04-01,15.767187603315682,,-0.05824016097307128,90.07412480265423,states
2022-05-01,14.819317544120768,,-0.0713321600223926,83.64894291835434,states
2022-06-01,14.275214039037886,,-0.017969764498119104,82.1457911135949,states
2022-07-01,14.173528555984973,,-0.015001387345379622,80.91349028230722,states
2022-08-01,13.901908762359131,,-0.03220204278822238,78.30791060609195,states
2022-09-01,13.491034210765784,,-0.042230502738999996,75.00092817275602,states
2022-10-01,13.23215095755127,,-0.01846645393932117,73.61592698724749,states
2022-11-01,13.576899461843501,,0.049458994696307546,77.25689672967353,states
2022-12-01,14.913606448526012,,0.13367565582440283,87.58426306697079,states
2023-01-01,15.747500574062931,-0.03958526764756817,0.08177797989255832,94.74672717096608,states
2023-02-01,16.25131926161546,-0.005116729423133479,0.04479538707908178,98.99094348906567,states
2023-03-01,15.776727455461119,-0.0007880400832506352,-0.030820148019466247,95.94002795814605,states
2023-04-01,15.330202545364697,0.013475109666914724,-0.04416357446978896,91.70297338878284,states
2023-05-01,14.759813000367332,0.05958568153761709,-0.03134428460836248,88.82860929145174,states
2023-06-01,14.398713970336349,0.0670901609696314,-0.00785929955160917,88.13047864227737,states
2023-07-01,14.195394694926481,0.08541734862447348,0.00283512788468479,88.3803398197667,states
2023-08-01,13.955249006122353,0.09373509112418228,-0.02374738919737385,86.28153749267055,states
2023-09-01,13.480122244876858,0.07777318074904313,-0.055626258673992346,81.48201836931348,states
2023-10-01,13.233994372138085,0.06940859808368413,-0.025409387861070918,79.41161016086468,states
2023-11-01,13.501343378571239,0.06621796729882151,0.04656406169006947,83.10933727530293,states
2023-12-01,13.929278687612081,-0.0011589515495946559,0.0571982125456884,87.86304281330702,states
2024-01-01,14.929182279294094,0.013993326172825614,0.10163012632649646,96.79257495385377,states
2024-02-01,15.539526278581208,-0.020752024075069327,0.006386247521193772,97.41071629572278,states
2024-03-01,15.708980729232104,0.010941602415248665,-0.0030679410730387532,97.111865958245,states
2024-04-01,15.014921474240449,-0.020504693331171695,-0.0701300197058997,90.3014088849166,states
2024-05-01,13.70048163057747,-0.05268808339190454,-0.06392454524520079,84.52893238694737,states
2024-06-01,12.617682208982771,-0.12368017885235598,-0.0845619123256176,77.38100421746427,states
2024-07-01,11.984227737399072,-0.17216596319385757,-0.05324552056605902,73.26081236598097,states
2024-08-01,12.335814984593267,-0.12318611740219093,0.03602565915393578,75.90008142161825,states
2024-09-01,12.763539785534158,-0.027145909471489708,0.04731628424989754,79.49139124875391,states
2024-10-01,13.05612749020453,0.04026090700755928,0.042042496938162074,82.8334078219399,states
2024-11-01,13.27613407890894,0.0036285323837102453,0.009316185246531413,83.60509919381057,states
2024-12-01,14.30474427380928,0.04929944689883135,0.10590847808066985,92.45958800921049,states
2025-01-01,16.675881144759977,0.07314158822820217,0.12799112467768392,104.29359466574464,states
2025-02-01,17.812031601303683,0.14523429684143274,0.07341489205642421,111.95029766030673,states
2025-03-01,17.705789859685172,0.11375974857349158,-0.029051312900652004,108.69799453365603,states
2025-04-01,16.05662820845077,0.11734459349901334,-0.06413908689858351,101.72620441656011,states
2025-05-01,15.319782597103856,0.15612467705722383,-0.029886093481273815,98.68600556187162,states
2025-06-01,15.781342200568103,0.44070181968913574,0.16380516889442281,114.85128337044996,states
2025-07-01,15.582791718585145,0.5441867847233772,0.03494985913213476,118.86531954539207,states
2025-08-01,14.931307803299688,0.4330843387105549,-0.05899131837331079,111.85329763654451,states
2025-09-01,13.46997804029371,0.12886898479737297,-0.20268768775909818,89.1820113703631,states
2025-10-01,13.091985813708868,0.0021401692411331234,-0.07203842697336882,82.75747955692106,states
2025-11-01,13.541434182876262,0.03309233316447567,0.04063778951516217,86.12056059196055,states
2025-12-01,14.748145083996786,0.034367674111346835,0.10617487158910772,95.26440005399394,states
2026-01-01,16.630025113812643,0.03432239917883275,0.12701155330668842,107.36407947968148,states
